image_path,label,week
Research Data Set each week\Week 3\Wheats\IMG_20241116_093825.jpg,Wheats,Week 3
Research Data Set each week\Week 3\Wheats\IMG_20241116_093829.jpg,Wheats,Week 3
Research Data Set each week\Week 3\Wheats\IMG_20241116_093937.jpg,Wheats,Week 3
Research Data Set each week\Week 3\Wheats\IMG_20241116_093943.jpg,Wheats,Week 3
Research Data Set each week\Week 3\Wheats\IMG_20241116_094047.jpg,Wheats,Week 3
Research Data Set each week\Week 3\Wheats\IMG_20241116_094103.jpg,Wheats,Week 3
Research Data Set each week\Week 3\Wheats\IMG_20241116_094121.jpg,Wheats,Week 3
Research Data Set each week\Week 3\Wheats\IMG_20241116_094138.jpg,Wheats,Week 3
Research Data Set each week\Week 3\Wheats\IMG_20241116_094208.jpg,Wheats,Week 3
Research Data Set each week\Week 3\Wheats\IMG_20241116_094225.jpg,Wheats,Week 3
Research Data Set each week\Week 3\Wheats\IMG_20241116_094228.jpg,Wheats,Week 3
Research Data Set each week\Week 3\Wheats\IMG_20241116_094306.jpg,Wheats,Week 3
Research Data Set each week\Week 3\Wheats\IMG_20241116_094310.jpg,Wheats,Week 3
Research Data Set each week\Week 3\Wheats\IMG_20241116_094320.jpg,Wheats,Week 3
Research Data Set each week\Week 3\Wheats\IMG_20241116_094323.jpg,Wheats,Week 3
Research Data Set each week\Week 3\Wheats\IMG_20241116_094339.jpg,Wheats,Week 3
Research Data Set each week\Week 3\Wheats\IMG_20241116_094342.jpg,Wheats,Week 3
Research Data Set each week\Week 3\Wheats\IMG_20241116_094423.jpg,Wheats,Week 3
Research Data Set each week\Week 3\Wheats\IMG_20241116_094444.jpg,Wheats,Week 3
Research Data Set each week\Week 3\Wheats\IMG_20241116_094452.jpg,Wheats,Week 3
Research Data Set each week\Week 3\Wheats\IMG_20241116_094527.jpg,Wheats,Week 3
Research Data Set each week\Week 3\Wheats\IMG_20241116_094700.jpg,Wheats,Week 3
Research Data Set each week\Week 3\Wheats\IMG_20241116_094707.jpg,Wheats,Week 3
Research Data Set each week\Week 3\Wheats\IMG_20241116_094808.jpg,Wheats,Week 3
Research Data Set each week\Week 3\Wheats\IMG_20241116_094818.jpg,Wheats,Week 3
Research Data Set each week\Week 3\Wheats\IMG_20241116_094927.jpg,Wheats,Week 3
Research Data Set each week\Week 3\Wheats\IMG_20241116_094944.jpg,Wheats,Week 3
Research Data Set each week\Week 3\Wheats\IMG_20241116_094950.jpg,Wheats,Week 3
Research Data Set each week\Week 3\Wheats\IMG_20241116_095020.jpg,Wheats,Week 3
Research Data Set each week\Week 3\Wheats\IMG_20241116_095025.jpg,Wheats,Week 3
Research Data Set each week\Week 3\Wheats\IMG_20241116_095027.jpg,Wheats,Week 3
Research Data Set each week\Week 3\Wheats\IMG_20241116_095033.jpg,Wheats,Week 3
Research Data Set each week\Week 3\Wheats\IMG_20241116_095227.jpg,Wheats,Week 3
Research Data Set each week\Week 3\Wheats\IMG_20241116_095314.jpg,Wheats,Week 3
Research Data Set each week\Week 3\Wheats\IMG_20241116_095332.jpg,Wheats,Week 3
Research Data Set each week\Week 3\Wheats\IMG_20241116_095341.jpg,Wheats,Week 3
Research Data Set each week\Week 3\Wheats\IMG_20241116_095347.jpg,Wheats,Week 3
Research Data Set each week\Week 3\Wheats\IMG_20241116_095358.jpg,Wheats,Week 3
Research Data Set each week\Week 3\Wheats\IMG_20241116_095409.jpg,Wheats,Week 3
Research Data Set each week\Week 3\Wheats\IMG_20241116_095416.jpg,Wheats,Week 3
Research Data Set each week\Week 3\Wheats\IMG_20241116_095432.jpg,Wheats,Week 3
Research Data Set each week\Week 3\Wheats\IMG_20241116_095434.jpg,Wheats,Week 3
Research Data Set each week\Week 3\Wheats\IMG_20241116_095437.jpg,Wheats,Week 3
Research Data Set each week\Week 3\Wheats\IMG_20241116_095442.jpg,Wheats,Week 3
Research Data Set each week\Week 3\Wheats\IMG_20241116_095447.jpg,Wheats,Week 3
Research Data Set each week\Week 3\Wheats\IMG_20241116_095450.jpg,Wheats,Week 3
Research Data Set each week\Week 3\Wheats\IMG_20241116_095511.jpg,Wheats,Week 3
Research Data Set each week\Week 3\Wheats\IMG_20241116_095515.jpg,Wheats,Week 3
Research Data Set each week\Week 3\Wheats\IMG_20241116_095521.jpg,Wheats,Week 3
Research Data Set each week\Week 3\Wheats\IMG_20241116_095525.jpg,Wheats,Week 3
Research Data Set each week\Week 3\Wheats\IMG_20241116_095531.jpg,Wheats,Week 3
Research Data Set each week\Week 3\Wheats\IMG_20241116_095537.jpg,Wheats,Week 3
Research Data Set each week\Week 3\Wheats\IMG_20241116_095554.jpg,Wheats,Week 3
Research Data Set each week\Week 3\Wheats\IMG_20241116_095607.jpg,Wheats,Week 3
Research Data Set each week\Week 3\Wheats\IMG_20241116_095610.jpg,Wheats,Week 3
Research Data Set each week\Week 3\Wheats\IMG_20241116_095614.jpg,Wheats,Week 3
Research Data Set each week\Week 3\Wheats\IMG_20241116_095619.jpg,Wheats,Week 3
Research Data Set each week\Week 3\Wheats\IMG_20241116_095623.jpg,Wheats,Week 3
Research Data Set each week\Week 3\Wheats\IMG_20241116_095628.jpg,Wheats,Week 3
Research Data Set each week\Week 3\Wheats\IMG_20241116_095631.jpg,Wheats,Week 3
Research Data Set each week\Week 3\Wheats\IMG_20241116_095633.jpg,Wheats,Week 3
Research Data Set each week\Week 3\Wheats\IMG_20241116_095639.jpg,Wheats,Week 3
Research Data Set each week\Week 3\Wheats\IMG_20241116_095642.jpg,Wheats,Week 3
Research Data Set each week\Week 3\Wheats\IMG_20241116_095644.jpg,Wheats,Week 3
Research Data Set each week\Week 3\Wheats\IMG_20241116_095646.jpg,Wheats,Week 3
Research Data Set each week\Week 3\Wheats\IMG_20241116_095717.jpg,Wheats,Week 3
Research Data Set each week\Week 3\Wheats\IMG_20241116_095733.jpg,Wheats,Week 3
Research Data Set each week\Week 3\Wheats\IMG_20241116_095740.jpg,Wheats,Week 3
Research Data Set each week\Week 3\Wheats\IMG_20241116_095905.jpg,Wheats,Week 3
Research Data Set each week\Week 3\Wheats\IMG_20241116_100546.jpg,Wheats,Week 3
Research Data Set each week\Week 3\Wheats\IMG_20241116_100551.jpg,Wheats,Week 3
Research Data Set each week\Week 3\Wheats\IMG_20241116_100553.jpg,Wheats,Week 3
Research Data Set each week\Week 3\Wheats\IMG_20241116_100946.jpg,Wheats,Week 3
Research Data Set each week\Week 3\Wheats\IMG_20241116_101001.jpg,Wheats,Week 3
Research Data Set each week\Week 3\Wheats\IMG_20241116_101003.jpg,Wheats,Week 3
Research Data Set each week\Week 3\Wheats\IMG_20241116_101007.jpg,Wheats,Week 3
Research Data Set each week\Week 3\Wheats\IMG_20241116_101020.jpg,Wheats,Week 3
Research Data Set each week\Week 3\Wheats\IMG_20241116_101058.jpg,Wheats,Week 3
Research Data Set each week\Week 3\Wheats\IMG_20241116_101100.jpg,Wheats,Week 3
Research Data Set each week\Week 3\Wheats\IMG_20241116_101102.jpg,Wheats,Week 3
Research Data Set each week\Week 3\Wheats\IMG_20241116_101103.jpg,Wheats,Week 3
Research Data Set each week\Week 3\Wheats\IMG_20241116_101105.jpg,Wheats,Week 3
Research Data Set each week\Week 3\Wheats\IMG_20241116_101107.jpg,Wheats,Week 3
Research Data Set each week\Week 3\Wheats\IMG_20241116_101110.jpg,Wheats,Week 3
Research Data Set each week\Week 3\Wheats\IMG_20241116_101112.jpg,Wheats,Week 3
Research Data Set each week\Week 3\Wheats\IMG_20241116_101114.jpg,Wheats,Week 3
Research Data Set each week\Week 3\Wheats\IMG_20241116_101116.jpg,Wheats,Week 3
Research Data Set each week\Week 3\Wheats\IMG_20241116_101136.jpg,Wheats,Week 3
Research Data Set each week\Week 3\Wheats\IMG_20241116_101152.jpg,Wheats,Week 3
Research Data Set each week\Week 3\Wheats\IMG_20241116_101154.jpg,Wheats,Week 3
Research Data Set each week\Week 3\Wheats\IMG_20241116_101200.jpg,Wheats,Week 3
Research Data Set each week\Week 3\Wheats\IMG_20241116_101202.jpg,Wheats,Week 3
Research Data Set each week\Week 3\Wheats\IMG_20241116_101206.jpg,Wheats,Week 3
Research Data Set each week\Week 3\Wheats\IMG_20241116_101208.jpg,Wheats,Week 3
Research Data Set each week\Week 3\Wheats\IMG_20241116_101211.jpg,Wheats,Week 3
Research Data Set each week\Week 3\Wheats\IMG_20241116_101213.jpg,Wheats,Week 3
Research Data Set each week\Week 3\Wheats\IMG_20241116_101215.jpg,Wheats,Week 3
Research Data Set each week\Week 3\Wheats\IMG_20241116_101255.jpg,Wheats,Week 3
Research Data Set each week\Week 3\Wheats\IMG_20241116_101259.jpg,Wheats,Week 3
Research Data Set each week\Week 3\Wheats\IMG_20241116_101306.jpg,Wheats,Week 3
Research Data Set each week\Week 3\Wheats\IMG_20241116_101308.jpg,Wheats,Week 3
Research Data Set each week\Week 3\Wheats\IMG_20241116_101311.jpg,Wheats,Week 3
Research Data Set each week\Week 3\Wheats\IMG_20241116_101316.jpg,Wheats,Week 3
Research Data Set each week\Week 3\Wheats\IMG_20241116_101322.jpg,Wheats,Week 3
Research Data Set each week\Week 3\Wheats\IMG_20241116_101324.jpg,Wheats,Week 3
Research Data Set each week\Week 3\Wheats\IMG_20241116_101327.jpg,Wheats,Week 3
Research Data Set each week\Week 3\Wheats\IMG_20241116_101330.jpg,Wheats,Week 3
Research Data Set each week\Week 3\Wheats\IMG_20241116_101332.jpg,Wheats,Week 3
Research Data Set each week\Week 3\Weeds\.trashed-1734323333-IMG_20241116_092837.jpg,Weeds,Week 3
Research Data Set each week\Week 3\Weeds\.trashed-1734323923-IMG_20241116_093837.jpg,Weeds,Week 3
Research Data Set each week\Week 3\Weeds\IMG_20241102_091927.jpg,Weeds,Week 3
Research Data Set each week\Week 3\Weeds\IMG_20241102_093059.jpg,Weeds,Week 3
Research Data Set each week\Week 3\Weeds\IMG_20241102_093410.jpg,Weeds,Week 3
Research Data Set each week\Week 3\Weeds\IMG_20241102_093612.jpg,Weeds,Week 3
Research Data Set each week\Week 3\Weeds\IMG_20241102_093928.jpg,Weeds,Week 3
Research Data Set each week\Week 3\Weeds\IMG_20241102_094206.jpg,Weeds,Week 3
Research Data Set each week\Week 3\Weeds\IMG_20241102_094318.jpg,Weeds,Week 3
Research Data Set each week\Week 3\Weeds\IMG_20241102_094519.jpg,Weeds,Week 3
Research Data Set each week\Week 3\Weeds\IMG_20241102_095136.jpg,Weeds,Week 3
Research Data Set each week\Week 3\Weeds\IMG_20241102_095148.jpg,Weeds,Week 3
Research Data Set each week\Week 3\Weeds\IMG_20241116_092901.jpg,Weeds,Week 3
Research Data Set each week\Week 3\Weeds\IMG_20241116_093810.jpg,Weeds,Week 3
Research Data Set each week\Week 3\Weeds\IMG_20241116_093821.jpg,Weeds,Week 3
Research Data Set each week\Week 3\Weeds\IMG_20241116_093919.jpg,Weeds,Week 3
Research Data Set each week\Week 3\Weeds\IMG_20241116_093924.jpg,Weeds,Week 3
Research Data Set each week\Week 3\Weeds\IMG_20241116_094051.jpg,Weeds,Week 3
Research Data Set each week\Week 3\Weeds\IMG_20241116_094057.jpg,Weeds,Week 3
Research Data Set each week\Week 3\Weeds\IMG_20241116_094100.jpg,Weeds,Week 3
Research Data Set each week\Week 3\Weeds\IMG_20241116_094118.jpg,Weeds,Week 3
Research Data Set each week\Week 3\Weeds\IMG_20241116_094143.jpg,Weeds,Week 3
Research Data Set each week\Week 3\Weeds\IMG_20241116_094146.jpg,Weeds,Week 3
Research Data Set each week\Week 3\Weeds\IMG_20241116_094149.jpg,Weeds,Week 3
Research Data Set each week\Week 3\Weeds\IMG_20241116_094152.jpg,Weeds,Week 3
Research Data Set each week\Week 3\Weeds\IMG_20241116_094156.jpg,Weeds,Week 3
Research Data Set each week\Week 3\Weeds\IMG_20241116_094206.jpg,Weeds,Week 3
Research Data Set each week\Week 3\Weeds\IMG_20241116_094236.jpg,Weeds,Week 3
Research Data Set each week\Week 3\Weeds\IMG_20241116_094239.jpg,Weeds,Week 3
Research Data Set each week\Week 3\Weeds\IMG_20241116_094258.jpg,Weeds,Week 3
Research Data Set each week\Week 3\Weeds\IMG_20241116_094302.jpg,Weeds,Week 3
Research Data Set each week\Week 3\Weeds\IMG_20241116_094405.jpg,Weeds,Week 3
Research Data Set each week\Week 3\Weeds\IMG_20241116_094411.jpg,Weeds,Week 3
Research Data Set each week\Week 3\Weeds\IMG_20241116_094417.jpg,Weeds,Week 3
Research Data Set each week\Week 3\Weeds\IMG_20241116_094456.jpg,Weeds,Week 3
Research Data Set each week\Week 3\Weeds\IMG_20241116_094502.jpg,Weeds,Week 3
Research Data Set each week\Week 3\Weeds\IMG_20241116_094505.jpg,Weeds,Week 3
Research Data Set each week\Week 3\Weeds\IMG_20241116_094533.jpg,Weeds,Week 3
Research Data Set each week\Week 3\Weeds\IMG_20241116_094543.jpg,Weeds,Week 3
Research Data Set each week\Week 3\Weeds\IMG_20241116_094552.jpg,Weeds,Week 3
Research Data Set each week\Week 3\Weeds\IMG_20241116_094712.jpg,Weeds,Week 3
Research Data Set each week\Week 3\Weeds\IMG_20241116_094720.jpg,Weeds,Week 3
Research Data Set each week\Week 3\Weeds\IMG_20241116_094801.jpg,Weeds,Week 3
Research Data Set each week\Week 3\Weeds\IMG_20241116_094828.jpg,Weeds,Week 3
Research Data Set each week\Week 3\Weeds\IMG_20241116_094843.jpg,Weeds,Week 3
Research Data Set each week\Week 3\Weeds\IMG_20241116_094909.jpg,Weeds,Week 3
Research Data Set each week\Week 3\Weeds\IMG_20241116_094916.jpg,Weeds,Week 3
Research Data Set each week\Week 3\Weeds\IMG_20241116_094923.jpg,Weeds,Week 3
Research Data Set each week\Week 3\Weeds\IMG_20241116_094956.jpg,Weeds,Week 3
Research Data Set each week\Week 3\Weeds\IMG_20241116_095005.jpg,Weeds,Week 3
Research Data Set each week\Week 3\Weeds\IMG_20241116_095016.jpg,Weeds,Week 3
Research Data Set each week\Week 3\Weeds\IMG_20241116_095056.jpg,Weeds,Week 3
Research Data Set each week\Week 3\Weeds\IMG_20241116_095100.jpg,Weeds,Week 3
Research Data Set each week\Week 3\Weeds\IMG_20241116_095105.jpg,Weeds,Week 3
Research Data Set each week\Week 3\Weeds\IMG_20241116_095213.jpg,Weeds,Week 3
Research Data Set each week\Week 3\Weeds\IMG_20241116_095222.jpg,Weeds,Week 3
Research Data Set each week\Week 3\Weeds\IMG_20241116_095238.jpg,Weeds,Week 3
Research Data Set each week\Week 3\Weeds\IMG_20241116_095245.jpg,Weeds,Week 3
Research Data Set each week\Week 3\Weeds\IMG_20241116_095249.jpg,Weeds,Week 3
Research Data Set each week\Week 3\Weeds\IMG_20241116_095301.jpg,Weeds,Week 3
Research Data Set each week\Week 3\Weeds\IMG_20241116_095307.jpg,Weeds,Week 3
Research Data Set each week\Week 3\Weeds\IMG_20241116_095337.jpg,Weeds,Week 3
Research Data Set each week\Week 3\Weeds\IMG_20241116_095354.jpg,Weeds,Week 3
Research Data Set each week\Week 3\Weeds\IMG_20241116_095416.jpg,Weeds,Week 3
Research Data Set each week\Week 3\Weeds\IMG_20241116_095505.jpg,Weeds,Week 3
Research Data Set each week\Week 3\Weeds\IMG_20241116_095545.jpg,Weeds,Week 3
Research Data Set each week\Week 3\Weeds\IMG_20241116_095549.jpg,Weeds,Week 3
Research Data Set each week\Week 3\Weeds\IMG_20241116_095556.jpg,Weeds,Week 3
Research Data Set each week\Week 3\Weeds\IMG_20241116_095650.jpg,Weeds,Week 3
Research Data Set each week\Week 3\Weeds\IMG_20241116_095653.jpg,Weeds,Week 3
Research Data Set each week\Week 3\Weeds\IMG_20241116_095713.jpg,Weeds,Week 3
Research Data Set each week\Week 3\Weeds\IMG_20241116_095721.jpg,Weeds,Week 3
Research Data Set each week\Week 3\Weeds\IMG_20241116_095737.jpg,Weeds,Week 3
Research Data Set each week\Week 3\Weeds\IMG_20241116_095835.jpg,Weeds,Week 3
Research Data Set each week\Week 3\Weeds\IMG_20241116_095841.jpg,Weeds,Week 3
Research Data Set each week\Week 3\Weeds\IMG_20241116_095843.jpg,Weeds,Week 3
Research Data Set each week\Week 3\Weeds\IMG_20241116_095845.jpg,Weeds,Week 3
Research Data Set each week\Week 3\Weeds\IMG_20241116_095905.jpg,Weeds,Week 3
Research Data Set each week\Week 3\Weeds\IMG_20241116_100454.jpg,Weeds,Week 3
Research Data Set each week\Week 3\Weeds\IMG_20241116_100457.jpg,Weeds,Week 3
Research Data Set each week\Week 3\Weeds\IMG_20241116_100459.jpg,Weeds,Week 3
Research Data Set each week\Week 3\Weeds\IMG_20241116_100504.jpg,Weeds,Week 3
Research Data Set each week\Week 3\Weeds\IMG_20241116_100517.jpg,Weeds,Week 3
Research Data Set each week\Week 3\Weeds\IMG_20241116_100526.jpg,Weeds,Week 3
Research Data Set each week\Week 3\Weeds\IMG_20241116_100611.jpg,Weeds,Week 3
Research Data Set each week\Week 3\Weeds\IMG_20241116_100615.jpg,Weeds,Week 3
Research Data Set each week\Week 3\Weeds\IMG_20241116_100618.jpg,Weeds,Week 3
Research Data Set each week\Week 3\Weeds\IMG_20241116_100620.jpg,Weeds,Week 3
Research Data Set each week\Week 3\Weeds\IMG_20241116_100640.jpg,Weeds,Week 3
Research Data Set each week\Week 3\Weeds\IMG_20241116_100643.jpg,Weeds,Week 3
Research Data Set each week\Week 3\Weeds\IMG_20241116_100646.jpg,Weeds,Week 3
Research Data Set each week\Week 3\Weeds\IMG_20241116_100649.jpg,Weeds,Week 3
Research Data Set each week\Week 3\Weeds\IMG_20241116_100940.jpg,Weeds,Week 3
Research Data Set each week\Week 3\Weeds\IMG_20241116_100942.jpg,Weeds,Week 3
Research Data Set each week\Week 3\Weeds\IMG_20241116_100956.jpg,Weeds,Week 3
Research Data Set each week\Week 3\Weeds\IMG_20241116_101009.jpg,Weeds,Week 3
Research Data Set each week\Week 3\Weeds\IMG_20241116_101012.jpg,Weeds,Week 3
Research Data Set each week\Week 3\Weeds\IMG_20241116_101015.jpg,Weeds,Week 3
Research Data Set each week\Week 3\Weeds\IMG_20241116_101017.jpg,Weeds,Week 3
Research Data Set each week\Week 3\Weeds\IMG_20241116_101031.jpg,Weeds,Week 3
Research Data Set each week\Week 3\Weeds\IMG_20241116_101044.jpg,Weeds,Week 3
Research Data Set each week\Week 3\Weeds\IMG_20241116_101134.jpg,Weeds,Week 3
Research Data Set each week\Week 3\Weeds\IMG_20241116_101252.jpg,Weeds,Week 3
Research Data Set each week\Week 3\Weeds\IMG_20241116_101346.jpg,Weeds,Week 3
Research Data Set each week\Week 3\Weeds\IMG_20241116_101659.jpg,Weeds,Week 3
Research Data Set each week\Week 3\Weeds\IMG_20241116_101701.jpg,Weeds,Week 3
Research Data Set each week\Week 3\Weeds\IMG_20241116_101705.jpg,Weeds,Week 3
Research Data Set each week\Week 3\Weeds\IMG_20241116_101707.jpg,Weeds,Week 3
Research Data Set each week\Week 3\Weeds\IMG_20241116_101709.jpg,Weeds,Week 3
Research Data Set each week\Week 4\Wheats\.trashed-1734927904-IMG_20241123_092454.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\.trashed-1734928197-IMG_20241123_092949.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\.trashed-1734932952-IMG_20241123_104907.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\.trashed-1735017461-IMG_20241124_101732.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\.trashed-1735017757-IMG_20241124_102221.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_092335.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_092451.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_092459.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_092518.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_092527.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_092528_181.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_092544.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_092546.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_092548.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_092549.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_092553_090.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_092556.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_092636_747.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_092638.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_092641.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_092654.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_092700.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_092701.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_092706.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_092754.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_092806.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_092807.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_092830_205.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_092831.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_092853.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_092857.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_092858_984.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_092903.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_092914.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_092931.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_092934.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_092944_372.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_092950.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_093004.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_093010.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_093011.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_093012.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_093023.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_093131_907.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_093159_462.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_093225.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_093238.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_093239_668.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_093331.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_093352_401.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_093428_511.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_093429.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_093512.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_093532.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_093603_759.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_093629_137.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_093755_524.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_093825_045.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_093842.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_093848_808.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_093859.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_093925_637.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_093955.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_094007.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_094008_612.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_094029.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_094031.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_094127.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_094154_719.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_094209.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_094214.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_094217.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_094222.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_094240.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_094243.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_094248_045.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_094323_138.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_094324.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_094325_156.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_094328.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_094332.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_094336.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_094338.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_094343.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_094348.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_094350.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_094353.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_094403.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_094404.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_094409_332.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_094418.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_094448_582.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_094456.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_094509.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_094511.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_094513.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_094514.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_094516.jpg,Wheats,Week 4
